Protein_DTO_ID,Gene Symbol,UniProt_ID,Canonical_Smiles,pKd_Median
DTO_03100052,BUB1,O43683,Cc1cccc(c1)c2nc3cnccn3c2c4ccnc(NC5CCCCC5)n4,6.376751
DTO_03100175,HIPK4,Q8NE63,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,6.387216
DTO_03100372,NTRK2,Q16620,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,6.39794
DTO_03100138,EPHB6,O15197,COc1cc(Nc2nccc(n2)N3CCC(C3)NC(=O)Nc4cccc(c4)C(=O)C)cc(OC)c1OC,6.39794
DTO_03100196,JAK1,P23458,NC(=O)c1cc(cc2c(c[nH]c12)C3CCNCC3)c4ccccc4,6.408935
DTO_03100112,DSTYK,Q6XUX3,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,6.420216
DTO_03100371,NTRK1,P04629,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,6.420216
DTO_03100432,PLK3,Q9H4B4,COc1cc(Nc2ncc3N(C)C(=O)C(F)(F)CN(C4CCCC4)c3n2)ccc1C(=O)NC5CCN(C)CC5,6.420216
DTO_03100086,CLK1,P49759,Clc1ccc(CNc2nccc(n2)c3cnn4ncccc34)cc1,6.420216403
DTO_03100282,YSK4,Q56UN5,Oc1ccc(cc1)c2cnc(O)c3cc(sc23)c4ccncc4,6.431798
DTO_03100359,NEK5,Q6P3R8,COc1cccc(NC(=O)NC2CCN(C2)c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3)c1,6.431798
DTO_03100495,STK10,O94804,NC(=O)c1sc(cc1OCc2ccccc2Br)n3cnc4ccccc34,6.431798276
DTO_03100262,SYK,P43405,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,6.443697
DTO_03100198,JAK3,P52333,CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(N=C(c5ccccn5)c4n3)c6c(Cl)cncc6Cl)cc2,6.443697
DTO_03100256,RPS6KA6,Q9UK32,NC(=O)c1sc(cc1OCc2ccccc2Br)n3cnc4ccccc34,6.443697499
DTO_03100524,TGFBR2,P37173,Clc1ccccc1n2nc(c3CCc4nc(NC(=O)NCc5ncc[nH]5)sc4c23)c6cccnc6,6.443697499
DTO_03100170,GSG2,Q8TF76,Fc1ccc(cc1)c2c(nc3SCCn23)c4ccncc4,6.455931956
DTO_03100446,RET,P07949,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,6.455932
DTO_03100525,TIE1,P35590,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,6.455932
DTO_03100232,CAMKK1,Q8N5S9,NC(=O)c1ccc(cc1)c2cc3ncnc(SCC(=O)O)c3s2,6.468521
DTO_03100077,CDKL2,Q92772,CC(C)c1ccc2c(N=Nc3ccc(cc3)S(=O)(=O)N)c(O)[nH]c2c1,6.468521083
DTO_03100414,PIP5K1A,Q99755,CS(=O)(=O)Nc1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,6.468521083
DTO_03100241,PRKCD,Q05655,Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,6.48148606
DTO_03100373,NTRK3,Q16288,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,6.49485
DTO_03100210,CSNK1E,P49674,Nc1nccc(n1)c2c(nn3cc(ccc23)C(F)(F)F)c4ccc(F)cc4,6.494850022
DTO_03100266,LCK,P06239,COC(=O)Nc1nc2cc(ccc2[nH]1)S(=O)(=O)c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3,6.494850022
DTO_03100561,FLT4,P35916,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,6.522879
DTO_03100174,HIPK3,Q9H422,OC(=O)c1cc2c(cncc2s1)c3cccc(c3)c4ccccc4,6.522879
DTO_03100338,MAP2K5,Q13163,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,6.537602
DTO_03100471,SGK1,O00141,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,6.537602
DTO_03100343,CDC42BPG,Q6DT37,CS(=O)(=O)c1ccccc1c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,6.537602
DTO_03100373,NTRK3,Q16288,COc1cc(Nc2nccc(n2)N3CCC(C3)NC(=O)Nc4cccc(c4)C(=O)C)cc(OC)c1OC,6.537602
DTO_03100170,GSG2,Q8TF76,COc1ccc(cc1C(=O)N)c2ccncc2,6.537602002
DTO_03100423,PIK3CB,P42338,CCc1ncnc(N2CCN(CC2)C(=O)C)c1C#Cc3ccc(N)nc3,6.537602002
DTO_03390991,RIOK3,O14730,CCN(CC)S(=O)(=O)Nc1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,6.537602002
DTO_03100210,CSNK1E,P49674,Clc1ccc(CNc2nccc(n2)c3cnn4ncccc34)cc1,6.54515514
DTO_03100326,MAPK14,Q16539,Cc1ccc2c(c3ccnc(Nc4ccc5OCCOc5c4)n3)c(nn2n1)c6ccc(cc6)C(F)(F)F,6.552841969
DTO_03100256,RPS6KA6,Q9UK32,Fc1ccc(Cl)cc1c2nc(Nc3ccncc3)c4nccnc4n2,6.552841969
DTO_03100504,STK38,Q15208,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,6.552841969
DTO_03100561,FLT4,P35916,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,6.552842
DTO_03100209,CSNK1D,P48730,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,6.552842
DTO_03100080,CDKL5,O76039,Fc1cccc2c(NC(=O)Nc3cnccn3)ccnc12,6.552842
DTO_03100138,EPHB6,O15197,COc1cccc(NC(=O)NC2CCN(C2)c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3)c1,6.552842
DTO_03100489,STK17A,Q9UEE5,NC(=O)c1ccc(cc1)c2cc3ncnc(SCC(=O)O)c3s2,6.568636
DTO_03100503,STK36,Q9NRP7,Cc1cccc(c1)c2nc3cnccn3c2c4ccnc(NC5CCCCC5)n4,6.568636
DTO_03100411,PIP4K2C,Q8TBX8,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,6.568636
DTO_03100326,MAPK14,Q16539,Cc1oc(nn1)c2ccc(C)c(c2)c3ccc(cc3)C(=O)NCc4ccc(Cl)cc4,6.568636236
DTO_03100419,PIM3,Q86V86,CN1CCC(CNc2ccc3ncc(c4cccc(OC(F)(F)F)c4)n3n2)CC1,6.568636236
DTO_03100245,PRKCH,P24723,Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,6.568636236
DTO_03100124,EGFR,P00533,Fc1cccc(COc2ccc(Nc3ncnc4sc(cc34)c5cccs5)cc2Cl)c1,6.585026652
DTO_03100416,PIP5K1C,O60331,CCN(CC)S(=O)(=O)Nc1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,6.585026652
DTO_03100448,RIOK2,Q9BVS4,NC(=O)c1sc(cc1OCc2ccccc2Br)n3cnc4ccccc34,6.585026652
DTO_03100549,TYK2,P29597,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,6.585027
DTO_03100007,ABL2,P42684,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,6.585027
DTO_03100097,CIT,O14578,CS(=O)(=O)c1ccccc1c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,6.585027
DTO_03100138,EPHB6,O15197,CCCS(=O)(=O)Nc1ccc(F)c(c1F)n2cc(nn2)c3cncc(OC)c3,6.602059991
DTO_03100141,ERBB4,Q15303,COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,6.602059991
DTO_03100524,TGFBR2,P37173,Clc1ccc(CNc2nccc(n2)c3cnn4ncccc34)cc1,6.602059991
DTO_03100431,PLK2,Q9NYY3,COc1cc2ncn(c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(=O)C)c2cc1OC,6.619788758
DTO_03100411,PIP4K2C,Q8TBX8,COc1cccc(NC(=O)NC2CCN(C2)c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3)c1,6.619789
DTO_03100478,SLK,Q9H2G2,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,6.638272
DTO_03100239,PRKD2,Q9BZL6,Cc1cccc(c1)c2nc3cnccn3c2c4ccnc(NC5CCCCC5)n4,6.638272
DTO_03100282,YSK4,Q56UN5,CCn1c(nc2ccc(F)cc12)c3nonc3N,6.638272164
DTO_03100413,PI4KB,Q9UBF8,CCNc1ccc(cn1)c2nn(c3ccccc3C)c4c2C(C)Cc5nc(NC(=O)OC)sc45,6.638272164
DTO_03100411,PIP4K2C,Q8TBX8,CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(N)n4,6.638272164
DTO_03100320,MAPK8,P45983,CS(=O)(=O)c1ccccc1c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,6.657577
DTO_03100073,CDK7,P50613,Clc1ccc(CNc2nccc(n2)c3cnn4ncccc34)cc1,6.657577319
DTO_03100087,CLK2,P49760,Clc1ccc(CNc2nccc(n2)c3cnn4ncccc34)cc1,6.657577319
DTO_03100430,PLK1,P53350,COc1cc2ncn(c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(=O)C)c2cc1OC,6.657577319
DTO_03100514,TAOK1,Q7L7X3,NS(=O)(=O)c1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,6.657577319
DTO_03100077,CDKL2,Q92772,CC(C)CS(=O)(=O)Nc1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,6.677780705
DTO_03100265,LATS2,Q9NRM7,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,6.677780705
DTO_03100335,MAP2K2,P36507,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,6.677780705
DTO_03100427,PKN1,Q16512,Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,6.677780705
DTO_03100035,AURKA,O14965,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,6.677781
DTO_03100337,MAP2K4,P45985,Cc1cccc(c1)c2nc3cnccn3c2c4ccnc(NC5CCCCC5)n4,6.677781
DTO_03100106,DDR2,Q16832,CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(N=C(c5ccccn5)c4n3)c6c(Cl)cncc6Cl)cc2,6.677781
DTO_03100174,HIPK3,Q9H422,NC(=O)c1ccc(cc1)c2cc3ncnc(SCC(=O)O)c3s2,6.69897
DTO_03100559,FLT1,P17948,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,6.69897
DTO_03100175,HIPK4,Q8NE63,OC(=O)c1cc2c(cncc2s1)c3cccc(c3)c4ccccc4,6.69897
DTO_03100231,KIT,P10721,COc1cccc(NC(=O)NC2CCN(C2)c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3)c1,6.69897
DTO_03100375,NUAK2,Q9H093,NC(=O)c1cc(cc2c(c[nH]c12)C3CCNCC3)c4ccccc4,6.69897
DTO_03100524,TGFBR2,P37173,CC(C)(C)c1ccc2nccc(Nc3cccc(O)c3)c2c1,6.69897
DTO_03100207,CSNK1A1L,Q8N752,CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(N)n4,6.698970004
DTO_03100193,IRAK4,Q9NWZ3,CN1CCC(COc2cnc(nc2)c3cccc(CN4N=C(C=CC4=O)c5cccc(c5)C#N)c3)CC1,6.698970004
DTO_03100273,LRRK2,Q5S007,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,6.698970004
DTO_03100501,STK33,Q9BYT3,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3,6.698970004
DTO_03100210,CSNK1E,P49674,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,6.721246
DTO_03100114,DYRK1B,Q9Y463,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,6.721246
DTO_03100549,TYK2,P29597,Fc1cccc2c(NC(=O)Nc3cnccn3)ccnc12,6.721246
DTO_03100099,DAPK2,Q9UIK4,OC(=O)c1cc2c(cncc2s1)c3cccc(c3)c4ccccc4,6.721246
DTO_03100341,CDC42BPA,Q5VT25,Fc1ccc(Cl)cc1c2nc(Nc3ccncc3)c4nccnc4n2,6.721246399
DTO_03100160,GRK4,P32298,CC(C)c1noc2c3ccc(C)cc3c4c(O)nccc4c12,6.721246399
DTO_03100170,GSG2,Q8TF76,COC(=O)c1ccc(cc1)c2cc(nc3sc(C(=O)N)c(N)c23)N4CCC(N)CC4,6.721246399
DTO_03100326,MAPK14,Q16539,Fc1ccc(cc1)c2ncn(CCCN3CCOCC3)c2c4ccncc4,6.721246399
DTO_03100380,PIK3C2G,O75747,CCc1ncnc(N2CCN(CC2)C(=O)C)c1C#Cc3ccc(N)nc3,6.721246399
DTO_03100454,GRK1,Q15835,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,6.744727
DTO_03100371,NTRK1,P04629,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,6.744727
DTO_03100282,YSK4,Q56UN5,Fc1cccc2c(NC(=O)Nc3cnccn3)ccnc12,6.744727
DTO_03100553,AXL,P30530,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,6.744727
DTO_03100411,PIP4K2C,Q8TBX8,COc1cc(Nc2nccc(n2)N3CCC(C3)NC(=O)Nc4cccc(c4)C(=O)C)cc(OC)c1OC,6.744727
DTO_03100197,JAK2,O60674,NC(=O)c1cc(cc2c(c[nH]c12)C3CCNCC3)c4ccccc4,6.744727
DTO_03100052,BUB1,O43683,COc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5cccc(c5)C(F)(F)F)n4,6.744727495
DTO_03100065,CDK19,Q9BWU1,Clc1ccc(CNc2nccc(n2)c3cnn4ncccc34)cc1,6.744727495
DTO_03100411,PIP4K2C,Q8TBX8,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3,6.744727495
DTO_03100371,NTRK1,P04629,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,6.769551
DTO_03100233,CAMKK2,Q96RR4,NC(=O)c1ccc(cc1)c2cc3ncnc(SCC(=O)O)c3s2,6.769551
DTO_03100172,HIPK1,Q86Z02,NC(=O)c1ccc(cc1)c2cc3ncnc(SCC(=O)O)c3s2,6.769551
DTO_03100036,AURKB,Q96GD4,CC(C)N1C(=O)Cc2cc(Nc3ncc(c(NCc4cccc(c4)S(=O)(=O)C)n3)C(F)(F)F)ccc12,6.769551
DTO_03100138,EPHB6,O15197,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,6.769551
DTO_03100312,MERTK,Q12866,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,6.769551
DTO_03100041,BLK,P51451,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,6.769551
DTO_03100113,DYRK1A,Q13627,Fc1cccc2c(NC(=O)Nc3cnccn3)ccnc12,6.769551
DTO_03100174,HIPK3,Q9H422,Oc1ccc(cc1)c2cnc(O)c3cc(sc23)c4ccncc4,6.769551
DTO_03100073,CDK7,P50613,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,6.769551079
DTO_03100208,CSNK1A1,P48729,Nc1nccc(n1)c2c(nn3cc(ccc23)C(F)(F)F)c4ccc(F)cc4,6.769551079
DTO_03100231,KIT,P10721,COc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5cccc(c5)C(F)(F)F)n4,6.769551079
DTO_03100321,MAPK9,P45984,CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(N)n4,6.769551079
DTO_03100416,PIP5K1C,O60331,NS(=O)(=O)c1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,6.769551079
DTO_03100256,RPS6KA6,Q9UK32,COC(=O)Nc1nc2CCc3c(nn(c4ccc(cc4)C5(CC5)N(C)C)c3c2s1)c6cccnc6,6.769551079
DTO_03100086,CLK1,P49759,NC(=O)c1ccc(cc1)c2cc3ncnc(SCC(=O)O)c3s2,6.79588
DTO_03100173,HIPK2,Q9H2X6,NC(=O)c1ccc(cc1)c2cc3ncnc(SCC(=O)O)c3s2,6.79588
DTO_03100549,TYK2,P29597,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,6.79588
DTO_03100077,CDKL2,Q92772,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,6.79588
DTO_03100313,MET,P08581,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,6.79588
DTO_03100446,RET,P07949,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,6.79588
DTO_03100503,STK36,Q9NRP7,Fc1cccc2c(NC(=O)Nc3cnccn3)ccnc12,6.79588
DTO_03100322,MAPK10,P53779,Fc1ccc(Cl)cc1c2nc(Nc3ccncc3)c4nccnc4n2,6.795880017
DTO_03100326,MAPK14,Q16539,Cc1ccc(cc1c2ccc3[nH]ncc3c2)C(=O)NC4CC4,6.795880017
DTO_03100366,NLK,Q9UBE8,COc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5cccc(c5)C(F)(F)F)n4,6.795880017
DTO_03390992,RIOK1,Q9BRS2,CCN(C)S(=O)(=O)Nc1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,6.795880017
DTO_03100547,TTK,P33981,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3,6.795880017
DTO_03100114,DYRK1B,Q9Y463,Clc1ccc(CNc2nccc(n2)c3cnn4ncccc34)cc1,6.823908741
DTO_03100186,INSR,P06213,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3,6.823908741
DTO_03100326,MAPK14,Q16539,Cc1ccc(cc1c2ccc(cc2)C(=O)NCC3CC3)C(=O)NC4CCC4,6.823908741
DTO_03100372,NTRK2,Q16620,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,6.823908741
DTO_03100155,FRK,P42685,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,6.823909
DTO_03100196,JAK1,P23458,CN1CCC(CC1)NC(=O)c2ccc(Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3)cc2C,6.823909
DTO_03100331,ZAK,Q9NYL2,Cc1cccc(c1)c2nc3cnccn3c2c4ccnc(NC5CCCCC5)n4,6.823909
DTO_03100086,CLK1,P49759,Oc1ccc(cc1)c2cnc(O)c3cc(sc23)c4ccncc4,6.823909
DTO_03100192,IRAK3,Q9Y616,COc1cccc(NC(=O)NC2CCN(C2)c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3)c1,6.823909
DTO_03100042,BMP2K,Q9NSY1,CS(=O)(=O)Nc1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,6.853871964
DTO_03100098,DAPK1,P53355,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3,6.853871964
DTO_03100268,LIMK2,P53671,CCCN(Cc1ccccc1)C(=O)c2ccc(cc2)S(=O)(=O)Nc3cccc(Cl)c3,6.853871964
DTO_03100403,PDGFRA,P16234,N#Cc1cccc(Nc2oc(cn2)c3ccccc3)c1,6.853871964
DTO_03100413,PI4KB,Q9UBF8,COC(=O)Nc1nc2CCc3c(nn(c4ccc(cc4)C5(CC5)N(C)C)c3c2s1)c6cccnc6,6.853871964
DTO_03100416,PIP5K1C,O60331,CS(=O)(=O)Nc1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,6.853871964
DTO_03100144,PTK2,Q05397,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc3ncc4N(C)C(=O)C(F)(F)CN(C5CCCC5)c4n3,6.853871964
DTO_03100448,RIOK2,Q9BVS4,CCc1ncnc(N2CCN(CC2)C(=O)C)c1C#Cc3ccc(N)nc3,6.853871964
DTO_03390991,RIOK3,O14730,CS(=O)(=O)Nc1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,6.853871964
DTO_03100446,RET,P07949,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,6.853872
DTO_03100091,CSNK2A2,P19784,Fc1cccc2c(NC(=O)Nc3cnccn3)ccnc12,6.853872
DTO_03100173,HIPK2,Q9H2X6,OC(=O)c1cc2c(cncc2s1)c3cccc(c3)c4ccccc4,6.853872
DTO_03100561,FLT4,P35916,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,6.853872
DTO_03100349,MYLK4,Q86YV6,NC(=O)c1cc(cc2c(c[nH]c12)C3CCNCC3)c4ccccc4,6.853872
DTO_03100001,AAK1,Q2M2I8,CCN(C)S(=O)(=O)Nc1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,6.886056648
DTO_03100190,IRAK1,P51617,CN1CCC(COc2cnc(nc2)c3cccc(CN4N=C(C=CC4=O)c5cccc(c5)C#N)c3)CC1,6.886056648
DTO_03100282,YSK4,Q56UN5,Fc1ccc(cc1)c2c(nc3SCCn23)c4ccncc4,6.886056648
DTO_03100404,PDGFRB,P09619,NS(=O)(=O)c1ccc(Nc2cc([nH]n2)c3cccc(O)c3)cc1,6.886056648
DTO_03100163,GRK7,Q8WTQ7,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,6.886057
DTO_03100138,EPHB6,O15197,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,6.886057
DTO_03100347,MYLK2,Q9H1R3,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(Br)cnn4c3N)c1,6.886057
DTO_03100089,CLK4,Q9HAZ1,Oc1ccc(cc1)c2cnc(O)c3cc(sc23)c4ccncc4,6.886057
DTO_03100113,DYRK1A,Q13627,Oc1ccc(cc1)c2cnc(O)c3cc(sc23)c4ccncc4,6.886057
DTO_03100446,RET,P07949,CC(C)(C)c1ccc2nccc(Nc3cccc(O)c3)c2c1,6.886057
DTO_03100163,GRK7,Q8WTQ7,CN1CCC(CNc2ccc3ncc(c4cccc(OC(F)(F)F)c4)n3n2)CC1,6.920818754
DTO_03100267,LIMK1,P53667,CCCCN(Cc1ccccc1)C(=O)c2ccc(cc2)S(=O)(=O)Nc3ccccc3,6.920818754
DTO_03100403,PDGFRA,P16234,N(c1ccccc1)c2oc(cn2)c3ccccc3,6.920818754
DTO_03100413,PI4KB,Q9UBF8,Clc1ccccc1n2nc(c3CCc4nc(NC(=O)NCc5ncc[nH]5)sc4c23)c6cccnc6,6.920818754
DTO_03100423,PIK3CB,P42338,Clc1ccccc1n2nc(c3CCc4nc(NC(=O)NCc5ncc[nH]5)sc4c23)c6cccnc6,6.920818754
DTO_03390992,RIOK1,Q9BRS2,CS(=O)(=O)Nc1cccc(c1)c2ccc3c(NC(=O)C4CC4)[nH]nc3c2,6.920818754
DTO_03100102,DCLK1,O15075,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,6.920819
DTO_03100148,FES,P07332,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,6.920819
DTO_03100407,PHKG2,P15735,C[C@H]1Oc2cc(cnc2N)c3c(CN(C)C(=O)c4ccc(F)cc14)nn(C)c3C#N,6.920819
DTO_03100404,PDGFRB,P09619,NC(=O)c1ccc(cc1)c2cc3ncnc(SCC(=O)O)c3s2,6.920819
DTO_03100495,STK10,O94804,Cc1cc(nn1c2ccccc2)C(=O)Nc3ccc(Oc4ccc5nc(NC(=O)C6CC6)cn5n4)cc3,6.920819
DTO_03100197,JAK2,O60674,CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(N=C(c5ccccn5)c4n3)c6c(Cl)cncc6Cl)cc2,6.920819
DTO_03100438,PRKX,P51817,CCn1c(nc2c(nc(OCCN)cc12)C#CC(C)(C)O)c3nonc3N,6.920819
DTO_03100297,MAP4K5,Q9Y4K4,CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(N=C(c5ccccn5)c4n3)c6c(Cl)cncc6Cl)cc2,6.958607
DTO_03100373,NTRK3,Q16288,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,6.958607
DTO_03100192,IRAK3,Q9Y616,COc1cc(Nc2nccc(n2)N3CCC(C3)NC(=O)Nc4cccc(c4)C(=O)C)cc(OC)c1OC,6.958607
DTO_03100181,CHUK,O15111,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,6.958607315
DTO_03100231,KIT,P10721,N#Cc1cccc(Nc2oc(cn2)c3ccccc3)c1,6.958607315
DTO_03100323,MAPK11,Q15759,COc1c(NC(=O)c2cc3cccc(Oc4ccnc(c4)C(=O)N5CCN(C)CC5)c3n2C)cc(cc1NS(=O)(=O)C)C(C)(C)C,6.958607315
DTO_03100377,OXSR1,O95747,Nc1ncnc2c1c(I)cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,6.958607315
DTO_03100404,PDGFRB,P09619,N(c1ccc(Oc2ccccc2)cc1)c3oc(cn3)c4ccccc4,6.958607315
DTO_03100423,PIK3CB,P42338,COC1(CCN(C)CC1)C#Cc2ccc(Cl)c(c2)c3ncc4CCc5nc(NC(=O)C)sc5c4n3,6.958607315
